ImageFile,Tag
puppy_14291.jpg,puppy
puppy_15061.jpg,puppy
puppy_16179.jpg,puppy
puppy_17524.jpg,puppy
puppy_17640.jpg,puppy
puppy_17811.jpg,puppy
puppy_17948.jpg,puppy
puppy_17949.jpg,puppy
puppy_17951.jpg,puppy
puppy_1832.jpg,puppy
puppy_18541.jpg,puppy
puppy_18692.jpg,puppy
puppy_18796.jpg,puppy
puppy_18881.jpg,puppy
puppy_19741.jpg,puppy
puppy_19787.jpg,puppy
puppy_19789.jpg,puppy
puppy_19794.jpg,puppy
puppy_19859.jpg,puppy
puppy_249.jpg,puppy
puppy_2995.jpg,puppy
puppy_3003.jpg,puppy
puppy_3032.jpg,puppy
puppy_3044.jpg,puppy
puppy_3060.jpg,puppy
puppy_34.jpg,puppy
puppy_3759.jpg,puppy
puppy_39.jpg,puppy
puppy_4.jpg,puppy
puppy_4565.jpg,puppy
puppy_4809.jpg,puppy
puppy_5126.jpg,puppy
puppy_6.jpg,puppy
puppy_60.jpg,puppy
puppy_65.jpg,puppy
puppy_6531.jpg,puppy
puppy_6762.jpg,puppy
puppy_8198.jpg,puppy
puppy_8467.jpg,puppy
puppy_8468.jpg,puppy
